Inspektions-ID,Videoname,Videozeitpunkt (h:min:sec),Meter ab Rohrbeginn,Schadenskürzel,Schadensbeschreibung,Rohrmaterial,Rohrprofil,Inspekteur-Name,Rohrhöhe (mm),Rohrbreite (mm),Kamera-Schwenkneigung (Grad),Kamera-Drehneigung (Grad),Videopfad,Videohash,Kmd-Pfad
138020,F415VJ3027030D.MPG,00:01:36,2.4,BAFBE,,Steinzeug,Kreisförmig,Dorr/BeGü,250,250,,,\\192.168.200.8\Datengrab\Dorr\Daten ab 12-2014\TV-Untersuchung\Stadt Altensteig\Altensteig vom 03.08.-17.09.2015\Sichtversion 001\F415VJ3027030D.MPG,2662275793,\\192.168.200.8\Datengrab\Dorr\Daten ab 12-2014\TV-Untersuchung\Stadt Altensteig\Altensteig vom 03.08.-17.09.2015\Sichtversion 001\MESSDAT\Altenste\ig2015\F415VJ3027030D.kmd
56521,RLSK80I.MPG,00:02:59,18.9,BAFBE,,Asbestzement,Kreisprofil,Dorr/BeGü,200,200,,,\\192.168.200.8\Datengrab\Dorr\12-18-08-19\AV Bay. Bodenseegemeinden\Weißensberg vom 26.11.2018-05.03.2019\Sichtversion 001\RLSK80I.MPG,223899728,\\192.168.200.8\Datengrab\Dorr\12-18-08-19\AV Bay. Bodenseegemeinden\Weißensberg vom 26.11.2018-05.03.2019\Sichtversion 001\MESSDAT\AW_Bosee\_18\RLSK80I.kmd
95037,F4103M3259050A.MPG,00:07:22,18.1,BAFBE,,Beton,Kreisförmig,Dorr/Borys,300,300,-59.0,328.0,\\192.168.200.8\Datengrab\Dorr\Daten ab 04-2016\TV-Untersuchung\Gemeinde Stetten\Erisried vom 14.04.-19.04.2016\Sichtversion 001\F4103M3259050A.MPG,1985643786,\\192.168.200.8\Datengrab\Dorr\Daten ab 04-2016\TV-Untersuchung\Gemeinde Stetten\Erisried vom 14.04.-19.04.2016\Sichtversion 001\MESSDAT\Gem_Stet\te2016\F4103M3259050A.kmd
55465,F4OJE_42180D01.MPG,00:06:41,38.26,BAFBE,,Beton,Kreisprofil,Gurschler,300,300,,,"\\192.168.200.8\Datengrab\Dorr\12-18-08-19\Abd Südbayern\A96 Lindau - München, Lindau - AS Weißensberg vom 03.12.-20.12.2018\Sichtversion 001\F4OJE_42180D01.MPG",1279077225,"\\192.168.200.8\Datengrab\Dorr\12-18-08-19\Abd Südbayern\A96 Lindau - München, Lindau - AS Weißensberg vom 03.12.-20.12.2018\Sichtversion 001\MESSDAT\A96_2018\F4OJE_42180D01.kmd"
78782,F4ZQB_41250603.MPG,00:02:07,0.4,BAFBE,,Mauerwerk,,Dorr/Spaiu,950,1650,,,"\\192.168.200.8\Datengrab\Dorr\12-18-08-19\Stadtentwässerung Augsburg\Augsburg, Begehung MW3 vom 22.08.-14.12.2018\Sichtversion 001\F4ZQB_41250603.MPG",2054231444,"\\192.168.200.8\Datengrab\Dorr\12-18-08-19\Stadtentwässerung Augsburg\Augsburg, Begehung MW3 vom 22.08.-14.12.2018\Sichtversion 001\MESSDAT\Augsburg\2018\F4ZQB_41250603.kmd"
83595,21R2530G.MPG,00:07:15,11.34,BAFBE,,Beton,Kreisprofil,Dorr/BeGü,200,200,,,\\192.168.200.8\Datengrab\Dorr\3-17-11-17\AV Starnberger See\Starnberg RW-Kanal vom 07.11.2016-20.07.2017\Starnberg RW-Kanal vom 07.11.2016-20.07.2017\Daten Gesamt\Sichtversion 001\21R2530G.MPG,3613009018,\\192.168.200.8\Datengrab\Dorr\3-17-11-17\AV Starnberger See\Starnberg RW-Kanal vom 07.11.2016-20.07.2017\Starnberg RW-Kanal vom 07.11.2016-20.07.2017\Daten Gesamt\Sichtversion 001\MESSDAT\Starnber\gRW2016\21R2530G.kmd
130636,F21B1630690315.MPG,00:11:00,33.59,BAFBE,,Steinzeug,Kreisprofil,Dorr/BeGü,250,250,,,\\192.168.200.8\Datengrab\Dorr\Daten ab 10-2ß15\TV-Untersuchung\Stadt Filderstadt\Filderstadt vom 28.09.-27.10.2015\Sichtversion 001\F21B1630690315.MPG,3016996562,\\192.168.200.8\Datengrab\Dorr\Daten ab 10-2ß15\TV-Untersuchung\Stadt Filderstadt\Filderstadt vom 28.09.-27.10.2015\Sichtversion 001\MESSDAT\Filderst\adt\F21B1630690315.kmd
26649,20R6610I.MPG,00:02:32,2.12,BAFCE,,Beton,Kreisprofil,Dorr/BeGü,250,250,,,\\192.168.200.8\Datengrab\Dorr\11-17-12-18\AV Starnberger See\Starnberg RW-Kanal\Starnberg RW-Kanal vom 09.11.2016.-14.12.2017\Sichtversion 001\20R6610I.MPG,1412369690,\\192.168.200.8\Datengrab\Dorr\11-17-12-18\AV Starnberger See\Starnberg RW-Kanal\Starnberg RW-Kanal vom 09.11.2016.-14.12.2017\Sichtversion 001\MESSDAT\Starnber\gRWneu\20R6610I.kmd
132174,F4WFV_30560505.MPG,00:10:35,28.1,BAFCE,,Beton,Kreisprofil,Dorr/Borys,300,300,-3.0,270.0,\\192.168.200.8\Datengrab\Dorr\Daten ab 10-2ß15\TV-Untersuchung\Stadt Vöhringen\Sichtversion 001\F4WFV_30560505.MPG,677837345,\\192.168.200.8\Datengrab\Dorr\Daten ab 10-2ß15\TV-Untersuchung\Stadt Vöhringen\Sichtversion 001\MESSDAT\Vöhringe\n2015\F4WFV_30560505.kmd
26507,20R2140G.MPG,00:05:05,12.2,BAFCE,,Beton,Kreisprofil,Dorr/BeGü,300,300,,,\\192.168.200.8\Datengrab\Dorr\11-17-12-18\AV Starnberger See\Starnberg RW-Kanal\Starnberg RW-Kanal vom 09.11.2016.-14.12.2017\Sichtversion 001\20R2140G.MPG,3184620516,\\192.168.200.8\Datengrab\Dorr\11-17-12-18\AV Starnberger See\Starnberg RW-Kanal\Starnberg RW-Kanal vom 09.11.2016.-14.12.2017\Sichtversion 001\MESSDAT\Starnber\gRWneu\20R2140G.kmd
38444,F414AU39530209.MPG,00:07:56,31.7,BAFCE,,Beton,Kreisprofil,Dorr/Fazio,300,300,-7.0,269.0,\\192.168.200.8\Datengrab\Dorr\11-17-12-18\Gemeinde Seehausen\Seehausen vom 04.12.2017-28.05.2018\Sichtversion 001\F414AU39530209.MPG,1815625633,\\192.168.200.8\Datengrab\Dorr\11-17-12-18\Gemeinde Seehausen\Seehausen vom 04.12.2017-28.05.2018\Sichtversion 001\MESSDAT\Seehause\n2017\F414AU39530209.kmd
63651,F4XPV_44410506.MPG,00:01:02,0.0,BAFCE,,Beton,Kreisprofil,Dorr/Seidl,500,500,17.0,90.0,"\\192.168.200.8\Datengrab\Dorr\12-18-08-19\Gemeinde Halblech\Halblech, Mühlbach vom 12.07.-16.07.2019\Sichtversion DVD 001\F4XPV_44410506.MPG",77415898,"\\192.168.200.8\Datengrab\Dorr\12-18-08-19\Gemeinde Halblech\Halblech, Mühlbach vom 12.07.-16.07.2019\Sichtversion DVD 001\MESSDAT\Mühlbach\_Halble\F4XPV_44410506.kmd"
111462,S02690I.MPG,00:02:55,17.23,BAFCE,,Stahlbeton,Kreisprofil,DorrBeGü,500,500,,,"\\192.168.200.8\Datengrab\Dorr\Daten ab 04-2020\TV-Untersuchung\GTL Lindau\Lindau, Schachensammler vom 14.04.-20.04.2020\Haltungen\S02690I.MPG",3966609146,"\\192.168.200.8\Datengrab\Dorr\Daten ab 04-2020\TV-Untersuchung\GTL Lindau\Lindau, Schachensammler vom 14.04.-20.04.2020\Sichtversion ohne Filme\bin\MESSDAT\Lindau20\20\S02690I.kmd"
128936,F4147Q30890307.MPG,00:06:13,28.6,BAFCE,,Beton,Kreisförmig,Dorr/BeGü,300,300,,,\\192.168.200.8\Datengrab\Dorr\Daten ab 10-2ß15\TV-Untersuchung\Stadt Altensteig\Altensteig vom 03.08.-03.11.2015\Sichtversion 001\F4147Q30890307.MPG,4045579639,\\192.168.200.8\Datengrab\Dorr\Daten ab 10-2ß15\TV-Untersuchung\Stadt Altensteig\Altensteig vom 03.08.-03.11.2015\Sichtversion 001\MESSDAT\Altenste\ig2015\F4147Q30890307.kmd
26584,21R1820I.MPG,00:17:48,42.47,BAFCE,,Beton,Kreisprofil,Dorr/BeGü,400,400,,,\\192.168.200.8\Datengrab\Dorr\11-17-12-18\AV Starnberger See\Starnberg RW-Kanal\Starnberg RW-Kanal vom 09.11.2016.-14.12.2017\Sichtversion 001\21R1820I.MPG,2448480365,\\192.168.200.8\Datengrab\Dorr\11-17-12-18\AV Starnberger See\Starnberg RW-Kanal\Starnberg RW-Kanal vom 09.11.2016.-14.12.2017\Sichtversion 001\MESSDAT\Starnber\gRWneu\21R1820I.kmd
122501,AS_MW_153I.MPG,00:01:06,0.0,BAFCE,,Stahlbeton,Kreisprofil,Dorr/Akpinar,400,400,8.0,73.0,"\\192.168.200.8\Datengrab\Dorr\Daten ab 04-2020\TV-Untersuchung\ZV Fuchstalgemeinden\Fuchstal, Asch vom 18.03.-09.04.2020 alt\Sichtversion 001\bin\AS_MW_153I.MPG",2272640316,"\\192.168.200.8\Datengrab\Dorr\Daten ab 04-2020\TV-Untersuchung\ZV Fuchstalgemeinden\Fuchstal, Asch vom 18.03.-09.04.2020 alt\Sichtversion 001\bin\MESSDAT\Asch2020\AS_MW_153I.kmd"
134768,F4SK8_30620507.MPG,00:09:30,27.29,BAFCE,,Beton,Kreisprofil,Dorr/Borys,250,250,-15.0,230.0,"\\192.168.200.8\Datengrab\Dorr\Daten ab 12-2014\TV-Untersuchung\Fa. Geiger Kanaltechnik GmbH & Co. KG\Osterzell, diverse Strassen vom 05.10.-06.10.2015\Sichtversion DVD 001\F4SK8_30620507.MPG",2645369993,"\\192.168.200.8\Datengrab\Dorr\Daten ab 12-2014\TV-Untersuchung\Fa. Geiger Kanaltechnik GmbH & Co. KG\Osterzell, diverse Strassen vom 05.10.-06.10.2015\Sichtversion DVD 001\MESSDAT\Geiger_K\analtec\F4SK8_30620507.kmd"
26613,20R0390G.MPG,00:14:54,21.34,BAFCE,,Beton,Kreisprofil,Dorr/BeGü,250,250,,,\\192.168.200.8\Datengrab\Dorr\11-17-12-18\AV Starnberger See\Starnberg RW-Kanal\Starnberg RW-Kanal vom 09.11.2016.-14.12.2017\Sichtversion 001\20R0390G.MPG,3141667169,\\192.168.200.8\Datengrab\Dorr\11-17-12-18\AV Starnberger See\Starnberg RW-Kanal\Starnberg RW-Kanal vom 09.11.2016.-14.12.2017\Sichtversion 001\MESSDAT\Starnber\gRWneu\20R0390G.kmd
103540,_18275D16350101__.mpg,00:04:11,15.97,BAFCE,,Stahlbeton,Kreisprofil,Dorr/Gurschler,500,500,,,"\\192.168.200.8\Datengrab\Dorr\Daten ab 04-2016\TV-Untersuchung\Stadt Wangen\Wangen im Allgäu, div. Ortsteile vom 11.08.-13.09.2016\Sichtversion 001\_18275D16350101__.mpg",3163688349,
130786,F219U730630313.MPG,00:01:05,0.0,BAFCE,,Beton,Kreisprofil,Dorr/BeGü,250,250,,,\\192.168.200.8\Datengrab\Dorr\Daten ab 10-2ß15\TV-Untersuchung\Stadt Filderstadt\Filderstadt vom 28.09.-27.10.2015\Sichtversion 001\F219U730630313.MPG,3070880270,\\192.168.200.8\Datengrab\Dorr\Daten ab 10-2ß15\TV-Untersuchung\Stadt Filderstadt\Filderstadt vom 28.09.-27.10.2015\Sichtversion 001\MESSDAT\Filderst\adt\F219U730630313.kmd
103550,_18271D12562828__.mpg,00:00:35,0.0,BAFCE,,Stahlbeton,Kreisprofil,Dorr/Gurschler,250,250,,,"\\192.168.200.8\Datengrab\Dorr\Daten ab 04-2016\TV-Untersuchung\Stadt Wangen\Wangen im Allgäu, div. Ortsteile vom 11.08.-13.09.2016\Sichtversion 001\_18271D12562828__.mpg",3769548723,
63647,F414DY4441050A.MPG,00:00:42,0.0,BAFCE,,Beton,Kreisprofil,Dorr/Seidl,1000,1000,-25.0,222.0,"\\192.168.200.8\Datengrab\Dorr\12-18-08-19\Gemeinde Halblech\Halblech, Mühlbach vom 12.07.-16.07.2019\Sichtversion DVD 001\F414DY4441050A.MPG",592594576,"\\192.168.200.8\Datengrab\Dorr\12-18-08-19\Gemeinde Halblech\Halblech, Mühlbach vom 12.07.-16.07.2019\Sichtversion DVD 001\MESSDAT\Mühlbach\_Halble\F414DY4441050A.kmd"
134142,F4TVA_29780503.MPG,00:46:36,32.08,BAFCE,,Beton,Kreisprofil,Dorr/Stegnitz,250,250,56.0,49.0,"\\192.168.200.8\Datengrab\Dorr\Daten ab 12-2014\TV-Untersuchung\Diringer & Scheidel Rohrsanierung GmbH & Co. KG\Kaufbeuren 2015, vor Sanierung 14.07.-29.09.2015\Sichtversion 001\F4TVA_29780503.MPG",3273966499,"\\192.168.200.8\Datengrab\Dorr\Daten ab 12-2014\TV-Untersuchung\Diringer & Scheidel Rohrsanierung GmbH & Co. KG\Kaufbeuren 2015, vor Sanierung 14.07.-29.09.2015\Sichtversion 001\MESSDAT\Stadt_KF\B\F4TVA_29780503.kmd"
37211,F4VAI_41140503.MPG,00:00:40,0.0,BAFCE,,Beton,Kreisprofil,Dorr/Seidl,300,300,-15.0,339.0,"\\192.168.200.8\Datengrab\Dorr\11-17-12-18\Gemeinde Ronsberg\Ronsberg, OT Neuenried vom 23.08.2018\Sichtversion DVD 001\F4VAI_41140503.MPG",1661312353,"\\192.168.200.8\Datengrab\Dorr\11-17-12-18\Gemeinde Ronsberg\Ronsberg, OT Neuenried vom 23.08.2018\Sichtversion DVD 001\MESSDAT\Neuenrie\d_2018\F4VAI_41140503.kmd"
122596,AS_MW_017I.MPG,00:05:21,7.07,BAFCE,,Stahlbeton,Kreisprofil,Dorr/Sfar,250,250,220.0,173.0,"\\192.168.200.8\Datengrab\Dorr\Daten ab 04-2020\TV-Untersuchung\ZV Fuchstalgemeinden\Fuchstal, Asch vom 18.03.-09.04.2020 alt\Sichtversion 001\bin\AS_MW_017I.MPG",319018340,"\\192.168.200.8\Datengrab\Dorr\Daten ab 04-2020\TV-Untersuchung\ZV Fuchstalgemeinden\Fuchstal, Asch vom 18.03.-09.04.2020 alt\Sichtversion 001\bin\MESSDAT\Asch2020\AS_MW_017I.kmd"
103541,_18274D16224343__.mpg,00:08:04,27.73,BAFCE,,Stahlbeton,Kreisprofil,Dorr/Gurschler,500,500,,,"\\192.168.200.8\Datengrab\Dorr\Daten ab 04-2016\TV-Untersuchung\Stadt Wangen\Wangen im Allgäu, div. Ortsteile vom 11.08.-13.09.2016\Sichtversion 001\_18274D16224343__.mpg",3138962225,
39690,F4136639940507.MPG,00:11:10,38.9,BAFCE,,Beton,Kreisprofil,Dorr/Seidl,200,200,106.0,327.0,"\\192.168.200.8\Datengrab\Dorr\11-17-12-18\Kath. Pfarrkirchenstiftung St. Walburga\Füssen, Weissensee, Am Pfarrhof 1+2 vom 25.04.2018\Sichtversion DVD 001\F4136639940507.MPG",1205565193,"\\192.168.200.8\Datengrab\Dorr\11-17-12-18\Kath. Pfarrkirchenstiftung St. Walburga\Füssen, Weissensee, Am Pfarrhof 1+2 vom 25.04.2018\Sichtversion DVD 001\MESSDAT\Pfarr_We\issense\F4136639940507.kmd"
94800,F4167O3314020D.MPG,00:01:10,0.0,BAFJE,,Beton,Kreisförmig,Dorr/Ziegler,400,400,,,\\192.168.200.8\Datengrab\Dorr\Daten ab 04-2016\TV-Untersuchung\Gemeinde Oberau\Oberau vom 13.06.-08.07.2016\Sichtversion 001\F4167O3314020D.MPG,2777146972,\\192.168.200.8\Datengrab\Dorr\Daten ab 04-2016\TV-Untersuchung\Gemeinde Oberau\Oberau vom 13.06.-08.07.2016\Sichtversion 001\MESSDAT\Oberau\F4167O3314020D.kmd
64853,F2WP7_43630209.MPG,00:07:48,38.19,BAFJE,,Beton,Eiprofil (H/B=3/2),Dorr/Sfar,1350,900,-57.0,338.0,"\\192.168.200.8\Datengrab\Dorr\12-18-08-19\Gemeindewerke GAP\Garmisch-Partenkirchen, diverse Strassen vom 25.03.-30.04.2019\Sichtversion 001\F2WP7_43630209.MPG",3806199521,"\\192.168.200.8\Datengrab\Dorr\12-18-08-19\Gemeindewerke GAP\Garmisch-Partenkirchen, diverse Strassen vom 25.03.-30.04.2019\Sichtversion 001\MESSDAT\Garmisch\2019\F2WP7_43630209.kmd"
78732,F414RZ41970606.MPG,00:02:14,14.6,BAFJE,,Mauerwerk,,Dorr/Spaiu,1500,1000,,,"\\192.168.200.8\Datengrab\Dorr\12-18-08-19\Stadtentwässerung Augsburg\Augsburg, Begehung MW3 vom 22.08.-14.12.2018\Sichtversion 001\F414RZ41970606.MPG",1675650764,"\\192.168.200.8\Datengrab\Dorr\12-18-08-19\Stadtentwässerung Augsburg\Augsburg, Begehung MW3 vom 22.08.-14.12.2018\Sichtversion 001\MESSDAT\Augsburg\2018\F414RZ41970606.kmd"
64255,F4M2U_44000303.MPG,00:05:13,23.06,BAFJE,,Beton,Kreisprofil,Dorr/BeGü,200,200,,,"\\192.168.200.8\Datengrab\Dorr\12-18-08-19\Gemeinde Seefeld\Seefeld, diverse Strassen vom 31.05.-05.06.2019\Sichtversion 001\F4M2U_44000303.MPG",3665981846,"\\192.168.200.8\Datengrab\Dorr\12-18-08-19\Gemeinde Seefeld\Seefeld, diverse Strassen vom 31.05.-05.06.2019\Sichtversion 001\MESSDAT\Seefeld_\2019\F4M2U_44000303.kmd"
6616,F4OID_45600302.MPG,00:00:46,0.07,BAFJE,,Beton,Kreisprofil,Dorr/BeGü,300,300,,,"\\192.168.200.8\Datengrab\Dorr\08-19-04-20\Gemeindewerke GAP\Garmisch-Partenkirchen, diverse Strassen vom 11.11.-12.11.2019\Sichtversion DVD 001\bin\F4OID_45600302.MPG",80500531,"\\192.168.200.8\Datengrab\Dorr\08-19-04-20\Gemeindewerke GAP\Garmisch-Partenkirchen, diverse Strassen vom 11.11.-12.11.2019\Sichtversion DVD 001\bin\MESSDAT\Garmisch\2019\F4OID_45600302.kmd"
94699,F410SS3324020D.MPG,00:01:14,0.0,BAFJE,,Beton,Kreisförmig,Dorr/Ziegler,400,400,,,\\192.168.200.8\Datengrab\Dorr\Daten ab 04-2016\TV-Untersuchung\Gemeinde Oberau\Oberau vom 13.06.-08.07.2016\Sichtversion 001\F410SS3324020D.MPG,3086546158,\\192.168.200.8\Datengrab\Dorr\Daten ab 04-2016\TV-Untersuchung\Gemeinde Oberau\Oberau vom 13.06.-08.07.2016\Sichtversion 001\MESSDAT\Oberau\F410SS3324020D.kmd
51725,F4VQ1_41260306.MPG,00:01:08,0.75,BAFJE,,Beton,Kreisprofil,Dorr/BeGü,300,300,,,\\192.168.200.8\Datengrab\Dorr\11-17-12-18\Stadt Wangen\Wangen vom 04.09.-19.09.2018\Sichtversion 001\F4VQ1_41260306.MPG,4225958756,\\192.168.200.8\Datengrab\Dorr\11-17-12-18\Stadt Wangen\Wangen vom 04.09.-19.09.2018\Sichtversion 001\MESSDAT\Wangen20\18\F4VQ1_41260306.kmd
78481,K 12.07G21052019.MPG,00:01:15,0.09,BAFJE,,Stahlbeton,Kreisprofil,Gurschler,400,400,,,"\\192.168.200.8\Datengrab\Dorr\12-18-08-19\Stadt Ravensburg\Ravensburg, Schussensiedlung vom 20.05.-27.05.2019\digitale Filme\K 12.07G21052019.MPG",4257762986,"\\192.168.200.8\Datengrab\Dorr\12-18-08-19\Stadt Ravensburg\Ravensburg, Schussensiedlung vom 20.05.-27.05.2019\Sichtversion ohne Filme\MESSDAT\GASchuss\ensiedl\K 12.07G21052019.kmd"
103736,F410MW3300020E.MPG,00:11:53,17.6,BAFJE,,Beton,Kreisförmig,Dorr/Ziegler,250,250,,,\\192.168.200.8\Datengrab\Dorr\Daten ab 04-2016\TV-Untersuchung\Stadtwerke Füssen\Weißensee vom 23.05.-10.06.2016\Sichtversion 001\F410MW3300020E.MPG,3307496797,\\192.168.200.8\Datengrab\Dorr\Daten ab 04-2016\TV-Untersuchung\Stadtwerke Füssen\Weißensee vom 23.05.-10.06.2016\Sichtversion 001\MESSDAT\weißense\e1\F410MW3300020E.kmd
131580,T1 10.60G03122015.MPG,00:01:10,0.0,BAFJE,,Stahlbeton,Kreisprofil,Dorr/BeGü,600,600,,,\\192.168.200.8\Datengrab\Dorr\Daten ab 10-2ß15\TV-Untersuchung\Stadt Ravensburg\RV-Bavendorf vom 23.11.-08.12.2015\Sichtversion 001\T1 10.60G03122015.MPG,1022437884,\\192.168.200.8\Datengrab\Dorr\Daten ab 10-2ß15\TV-Untersuchung\Stadt Ravensburg\RV-Bavendorf vom 23.11.-08.12.2015\Sichtversion 001\MESSDAT\RV-Baven\dorf\T1 10.60G03122015.kmd
103741,F4QM7_33000208.MPG,00:04:08,2.3,BAFJE,,Beton,Kreisförmig,Dorr/Ziegler,250,250,,,\\192.168.200.8\Datengrab\Dorr\Daten ab 04-2016\TV-Untersuchung\Stadtwerke Füssen\Weißensee vom 23.05.-10.06.2016\Sichtversion 001\F4QM7_33000208.MPG,882121128,\\192.168.200.8\Datengrab\Dorr\Daten ab 04-2016\TV-Untersuchung\Stadtwerke Füssen\Weißensee vom 23.05.-10.06.2016\Sichtversion 001\MESSDAT\weißense\e1\F4QM7_33000208.kmd
6802,4.033I.MPG,00:06:25,33.94,BAFJE,,Duktiles Gusseisen,Kreisprofil,Dorr/BeGü,250,250,,,"\\192.168.200.8\Datengrab\Dorr\08-19-04-20\Gemeindewerke Karlsfeld\Karlsfeld, TV-Gebiet 2019 vom 31.07.-29.08.2019\Sichtversion 001\bin\4.033I.MPG",2289927027,"\\192.168.200.8\Datengrab\Dorr\08-19-04-20\Gemeindewerke Karlsfeld\Karlsfeld, TV-Gebiet 2019 vom 31.07.-29.08.2019\Sichtversion 001\bin\MESSDAT\Karlsfel\d2019\4.033I.kmd"
65397,S01597G.MPG,00:05:54,21.49,BAFJE,,Beton,Kreisprofil,Dorr/BeGü,200,200,,,"\\192.168.200.8\Datengrab\Dorr\12-18-08-19\GTL Lindau\Lindau, OT Aeschach & Reutin vom 15.10.-22.11.2018\Haltungen\SW-Kanal\S01597G.MPG",3699732541,"\\192.168.200.8\Datengrab\Dorr\12-18-08-19\GTL Lindau\Lindau, OT Aeschach & Reutin vom 15.10.-22.11.2018\Sichtversion ohne Filme\MESSDAT\Lindau20\18\S01597G.kmd"
79009,F4121E44270211.MPG,00:05:11,15.6,BAFJE,,Beton,Kreisförmig,Dorr/Sfar,400,400,121.0,350.0,"\\192.168.200.8\Datengrab\Dorr\12-18-08-19\Stadtwerke Füssen\Füssen, Stadtgebiet vom 01.07.-17.07.2019\Sichtversion 001\F4121E44270211.MPG",2184266531,"\\192.168.200.8\Datengrab\Dorr\12-18-08-19\Stadtwerke Füssen\Füssen, Stadtgebiet vom 01.07.-17.07.2019\Sichtversion 001\MESSDAT\SWFüssen\F4121E44270211.kmd"
78861,F4WWG_44400209.MPG,00:00:40,0.0,BAFJE,,Beton,Kreisförmig,Dorr/Sfar,300,300,222.0,173.0,"\\192.168.200.8\Datengrab\Dorr\12-18-08-19\Stadtwerke Füssen\Füssen, Stadtgebiet vom 01.07.-17.07.2019\Sichtversion 001\F4WWG_44400209.MPG",2155478229,"\\192.168.200.8\Datengrab\Dorr\12-18-08-19\Stadtwerke Füssen\Füssen, Stadtgebiet vom 01.07.-17.07.2019\Sichtversion 001\MESSDAT\SWFüssen\F4WWG_44400209.kmd"
94522,F4VA9_3225080D.MPG,00:07:34,24.73,BAFJE,,Duktiles Gusseisen,Kreisprofil,Dorr/Alker,300,300,,,\\192.168.200.8\Datengrab\Dorr\Daten ab 04-2016\TV-Untersuchung\Gemeinde Mittelbiberach\Mittelbiberach vom 07.03.-01.05.2016\Sichtversion 001\F4VA9_3225080D.MPG,2272602947,
136954,F4RQJ_30690504.MPG,00:03:18,0.0,BAFJE,,Duktiles Gußeisen,Kreisförmig,Dorr/Borys,250,250,2.0,127.0,"\\192.168.200.8\Datengrab\Dorr\Daten ab 12-2014\TV-Untersuchung\Markt Sulzberg\Sulzberg, Gewerbepark vom 12.10.-15.10.2015\Sichtversion 001\F4RQJ_30690504.MPG",2159637731,"\\192.168.200.8\Datengrab\Dorr\Daten ab 12-2014\TV-Untersuchung\Markt Sulzberg\Sulzberg, Gewerbepark vom 12.10.-15.10.2015\Sichtversion 001\MESSDAT\Markt-Su\lzberg\F4RQJ_30690504.kmd"
79023,F4N4B_44270203.MPG,00:01:27,0.0,BAFJE,,Beton,Kreisförmig,Dorr/Sfar,400,400,23.0,85.0,"\\192.168.200.8\Datengrab\Dorr\12-18-08-19\Stadtwerke Füssen\Füssen, Stadtgebiet vom 01.07.-17.07.2019\Sichtversion 001\F4N4B_44270203.MPG",1062679017,"\\192.168.200.8\Datengrab\Dorr\12-18-08-19\Stadtwerke Füssen\Füssen, Stadtgebiet vom 01.07.-17.07.2019\Sichtversion 001\MESSDAT\SWFüssen\F4N4B_44270203.kmd"
139459,F418YW30410311.MPG,00:05:07,3.2,BAFJE,,Stahlbeton,Kreisförmig,Dorr/BeGü,400,400,,,\\192.168.200.8\Datengrab\Dorr\Daten ab 12-2014\TV-Untersuchung\Stadt Altensteig\Altensteig vom 03.08.-17.09.2015\Sichtversion 001\F418YW30410311.MPG,3864856445,\\192.168.200.8\Datengrab\Dorr\Daten ab 12-2014\TV-Untersuchung\Stadt Altensteig\Altensteig vom 03.08.-17.09.2015\Sichtversion 001\MESSDAT\Altenste\ig2015\F418YW30410311.kmd
94782,F4122Y33150210.MPG,00:14:51,46.8,BAFJE,,Beton,Kreisförmig,Dorr/Ziegler,250,250,,,\\192.168.200.8\Datengrab\Dorr\Daten ab 04-2016\TV-Untersuchung\Gemeinde Oberau\Oberau vom 13.06.-08.07.2016\Sichtversion 001\F4122Y33150210.MPG,1708929761,\\192.168.200.8\Datengrab\Dorr\Daten ab 04-2016\TV-Untersuchung\Gemeinde Oberau\Oberau vom 13.06.-08.07.2016\Sichtversion 001\MESSDAT\Oberau\F4122Y33150210.kmd
23679,F4ZLY_45340818.MPG,00:08:23,45.85,BAG,,Stahlbeton,Kreisprofil,Dorr/Alker,300,300,,,\\192.168.200.8\Datengrab\Dorr\08-19-04-20\Stadt Wangen\Wangen vom 16.10.-05.11.2019\Sichtversion 001\bin\F4ZLY_45340818.MPG,2463057590,\\192.168.200.8\Datengrab\Dorr\08-19-04-20\Stadt Wangen\Wangen vom 16.10.-05.11.2019\Sichtversion 001\bin\MESSDAT\Wangen20\19\F4ZLY_45340818.kmd
94842,F410PX3352010D.MPG,00:01:57,8.62,BAG,,Beton,Kreisprofil,Dorr/Möhring,300,300,66.0,90.0,"\\192.168.200.8\Datengrab\Dorr\Daten ab 04-2016\TV-Untersuchung\Gemeinde Seeg\Seeg, Albatsried, Schwalten, Steigackerweg vom 21.07.2016\Sichtversion DVD 001\F410PX3352010D.MPG",365806526,"\\192.168.200.8\Datengrab\Dorr\Daten ab 04-2016\TV-Untersuchung\Gemeinde Seeg\Seeg, Albatsried, Schwalten, Steigackerweg vom 21.07.2016\Sichtversion DVD 001\MESSDAT\Seeg2016\F410PX3352010D.kmd"
95414,F419PQ34640602.MPG,00:10:12,40.8,BAG,,Beton,Kreisprofil,Dorr/Spaiu,300,300,,,"\\192.168.200.8\Datengrab\Dorr\Daten ab 04-2016\TV-Untersuchung\Gemeinde Wildpoldsried\Wildpoldsried, Frohnschwenden, Fräsarbeiten Riedbach vom 10.11.-11.11.2016\Sichtversion DVD 001\F419PQ34640602.MPG",2077310751,"\\192.168.200.8\Datengrab\Dorr\Daten ab 04-2016\TV-Untersuchung\Gemeinde Wildpoldsried\Wildpoldsried, Frohnschwenden, Fräsarbeiten Riedbach vom 10.11.-11.11.2016\Sichtversion DVD 001\MESSDAT\Wildpold\sried\F419PQ34640602.kmd"
