Inspektions-ID;Videoname;Videozeitpunkt (h:min:sec);Meter ab Rohrbeginn;Schadenskürzel;Schadensbeschreibung;Rohrmaterial;Rohrprofil;Inspekteur-Name;Rohrhöhe (mm);Rohrbreite (mm);Kamera-Schwenkneigung (Grad);Kamera-Drehneigung (Grad);Videopfad;Videohash;Kmd-Pfad
89987;F4WUH_32730307.MPG;00:03:27;9.56;BCADA;einfacher Anschluss - Loch gebohrt, offen;Beton;Kreisprofil;Dorr/BeGü;700;700;;;\\192.168.200.8\Datengrab\Dorr\Daten ab 04-2016\TV-Untersuchung\Abd Südbayern\A7 Vöhringen vom 18.04.-11.05.2016\Sichtversion 001\F4WUH_32730307.MPG;3974371949;\\192.168.200.8\Datengrab\Dorr\Daten ab 04-2016\TV-Untersuchung\Abd Südbayern\A7 Vöhringen vom 18.04.-11.05.2016\Sichtversion 001\MESSDAT\Abd_Sued\bayern\F4WUH_32730307.kmd
131523;T1 20.56I07122015.MPG;00:02:52;3.69;BCADA;einfacher Anschluss - Loch gebohrt, offen;Stahlbeton;Kreisprofil;Dorr/BeGü;300;300;;;\\192.168.200.8\Datengrab\Dorr\Daten ab 10-2ß15\TV-Untersuchung\Stadt Ravensburg\RV-Bavendorf vom 23.11.-08.12.2015\Sichtversion 001\T1 20.56I07122015.MPG;3302936326;\\192.168.200.8\Datengrab\Dorr\Daten ab 10-2ß15\TV-Untersuchung\Stadt Ravensburg\RV-Bavendorf vom 23.11.-08.12.2015\Sichtversion 001\MESSDAT\RV-Baven\dorf\T1 20.56I07122015.kmd
51723;F4WR6_41260308.MPG;00:02:22;23.41;BCADA;einfacher Anschluss - Loch gebohrt, offen;Beton;Kreisprofil;Dorr/BeGü;300;300;;;\\192.168.200.8\Datengrab\Dorr\11-17-12-18\Stadt Wangen\Wangen vom 04.09.-19.09.2018\Sichtversion 001\F4WR6_41260308.MPG;20617997;\\192.168.200.8\Datengrab\Dorr\11-17-12-18\Stadt Wangen\Wangen vom 04.09.-19.09.2018\Sichtversion 001\MESSDAT\Wangen20\18\F4WR6_41260308.kmd
84869;20S1185G.MPG;00:05:04;28.8;BCADA;einfacher Anschluss - Loch gebohrt, offen;Nichtidentifizierter Kunststoff;Kreisprofil;Dorr/Seidl;300;300;-87.0;256.0;\\192.168.200.8\Datengrab\Dorr\3-17-11-17\AV Starnberger See\Tiefzone vom 20.04.-31.08.2017\Tiefzone Plan 5 vom 18.05.-07.06.2017\Sichtversion 001\20S1185G.MPG;4035134064;\\192.168.200.8\Datengrab\Dorr\3-17-11-17\AV Starnberger See\Tiefzone vom 20.04.-31.08.2017\Tiefzone Plan 5 vom 18.05.-07.06.2017\Sichtversion 001\MESSDAT\Tiefzone\_Pl5\20S1185G.kmd
111501;S02594I.MPG;00:01:58;18.28;BCADA;einfacher Anschluss - Loch gebohrt, offen;Asbestzement;Kreisprofil;DorrBeGü;500;500;;;\\192.168.200.8\Datengrab\Dorr\Daten ab 04-2020\TV-Untersuchung\GTL Lindau\Lindau, Schachensammler vom 14.04.-20.04.2020\Haltungen\S02594I.MPG;3074098091;\\192.168.200.8\Datengrab\Dorr\Daten ab 04-2020\TV-Untersuchung\GTL Lindau\Lindau, Schachensammler vom 14.04.-20.04.2020\Sichtversion ohne Filme\bin\MESSDAT\Lindau20\20\S02594I.kmd
132272;1205I.MPG;00:34:23;53.36;BAHC;;Duktiles Gusseisen;Kreisprofil;Dorr/Seif;500;500;;;\\192.168.200.8\Datengrab\Dorr\Daten ab 10-2ß15\TV-Untersuchung\Stadt Wangen\Wangen vom 07.09.-06.10.2015\Daten TV I\Sichtversion 001\1205I.MPG;920938844;
88289;F4RA7_24620100.MPG;00:15:36;55.84;BAHC;;Stahlbeton;;Dorr/Möhring;1120;1120;49.0;114.0;\\192.168.200.8\Datengrab\Dorr\Daten ab 03-2014\TV-Untersuchung\KF2013, Nachuntersuchung\Filme Nachuntersuchung\F4RA7_24620100.MPG;1834972499;\\192.168.200.8\Datengrab\Dorr\Daten ab 03-2014\TV-Untersuchung\KF2013, Nachuntersuchung\Sichtversion\MESSDAT\KF2013\F4RA7_24620100.kmd
56206;R004276I.MPG;00:05:04;12.46;BAHC;;Beton;Kreisprofil;Dorr/Alker;300;300;;;\\192.168.200.8\Datengrab\Dorr\12-18-08-19\AV Bay. Bodenseegemeinden\Wasserburg vom 25.02.-21.03.2019\Sichtversion 001\R004276I.MPG;4273780671;\\192.168.200.8\Datengrab\Dorr\12-18-08-19\AV Bay. Bodenseegemeinden\Wasserburg vom 25.02.-21.03.2019\Sichtversion 001\MESSDAT\Wasserbu\rg2019\R004276I.kmd
103686;F411YO3303020B.MPG;00:09:42;21.9;BAHC;;Beton;Kreisförmig;Dorr/Ziegler;200;200;;;\\192.168.200.8\Datengrab\Dorr\Daten ab 04-2016\TV-Untersuchung\Stadtwerke Füssen\Weißensee vom 23.05.-10.06.2016\Sichtversion 001\F411YO3303020B.MPG;4265857914;\\192.168.200.8\Datengrab\Dorr\Daten ab 04-2016\TV-Untersuchung\Stadtwerke Füssen\Weißensee vom 23.05.-10.06.2016\Sichtversion 001\MESSDAT\weißense\e1\F411YO3303020B.kmd
26814;29R0310I.MPG;00:06:25;5.35;BAHC;;Stahlbeton;Kreisprofil;Dorr/TiGo;1600;1600;;;\\192.168.200.8\Datengrab\Dorr\11-17-12-18\AV Starnberger See\Starnberg RW-Kanal\Starnberg RW-Kanal vom 09.11.2016.-14.12.2017\Sichtversion 001\29R0310I.MPG;1988869993;\\192.168.200.8\Datengrab\Dorr\11-17-12-18\AV Starnberger See\Starnberg RW-Kanal\Starnberg RW-Kanal vom 09.11.2016.-14.12.2017\Sichtversion 001\MESSDAT\Starnber\gRWneu\29R0310I.kmd
90144;F410PE32590317.MPG;00:03:23;17.54;BBBA;;Beton;Kreisprofil;Dorr/BeGü;400;400;;;\\192.168.200.8\Datengrab\Dorr\Daten ab 04-2016\TV-Untersuchung\Abd Südbayern\A7 Vöhringen vom 18.04.-11.05.2016\Sichtversion 001\F410PE32590317.MPG;3363194934;\\192.168.200.8\Datengrab\Dorr\Daten ab 04-2016\TV-Untersuchung\Abd Südbayern\A7 Vöhringen vom 18.04.-11.05.2016\Sichtversion 001\MESSDAT\Abd_Sued\bayern\F410PE32590317.kmd
79619;F4TUC_3736020B.MPG;00:01:01;0.01;BBBA;;Beton;Kreisprofil;Dorr/BeGü;300;300;218.0;163.0;\\192.168.200.8\Datengrab\Dorr\3-17-11-17\Abd Südbayern\A7 Vöhringen vom 26.06.-24.08.2017\Sichtversion 001\F4TUC_3736020B.MPG;115865789;\\192.168.200.8\Datengrab\Dorr\3-17-11-17\Abd Südbayern\A7 Vöhringen vom 26.06.-24.08.2017\Sichtversion 001\MESSDAT\Abd_Sued\bayern\F4TUC_3736020B.kmd
26415;NEU2016_20RW_0100I.MPG;00:02:57;7.07;BBBA;;Beton;Kreisprofil;Dorr/Alker;400;400;;;\\192.168.200.8\Datengrab\Dorr\11-17-12-18\AV Starnberger See\Starnberg RW-Kanal\Starnberg RW-Kanal vom 09.11.2016.-14.12.2017\Sichtversion 001\NEU2016_20RW_0100I.MPG;3246700265;
36667;F4XY7_4083020A.MPG;00:02:23;9.41;BBBA;;Beton;Kreisprofil;Dorr/Fazio;600;600;-64.0;218.0;\\192.168.200.8\Datengrab\Dorr\11-17-12-18\Gemeinde Riegsee\Aidling vom 11.06.-07.09.2018\Sichtversion 001\F4XY7_4083020A.MPG;4075595049;\\192.168.200.8\Datengrab\Dorr\11-17-12-18\Gemeinde Riegsee\Aidling vom 11.06.-07.09.2018\Sichtversion 001\MESSDAT\Aidling2\018\F4XY7_4083020A.kmd
55585;F4ZH9_3755030D.MPG;00:00:33;0.0;BBBA;;Beton;Kreisprofil;Dorr/BeGü;300;300;;;\\192.168.200.8\Datengrab\Dorr\12-18-08-19\Abd Südbayern\München-Lindau, A96 vom 28.08.-15.09.2017\Sichtversion 001\F4ZH9_3755030D.MPG;256584029;\\192.168.200.8\Datengrab\Dorr\12-18-08-19\Abd Südbayern\München-Lindau, A96 vom 28.08.-15.09.2017\Sichtversion 001\MESSDAT\A96_2017\F4ZH9_3755030D.kmd
3340;F413L045030213.MPG;00:02:42;19.03;BBCC;;Beton;Kreisprofil;DORR/FAZIO;400;400;15.0;66.0;\\192.168.200.8\Datengrab\Dorr\08-19-04-20\Fa. Kutter GmbH\A95, Seeshaupt vom 06.09.-17.09.2019\Sichtversion 001\bin\F413L045030213.MPG;2272651533;\\192.168.200.8\Datengrab\Dorr\08-19-04-20\Fa. Kutter GmbH\A95, Seeshaupt vom 06.09.-17.09.2019\Sichtversion 001\bin\MESSDAT\A95_Sees\haupt\F413L045030213.kmd
55776;T2530I.MPG;00:01:25;2.87;BBCC;;Asbestzement;Kreisprofil;Dorr/BeGü;400;400;;;\\192.168.200.8\Datengrab\Dorr\12-18-08-19\AV Bay. Bodenseegemeinden\Bodolz vom 17.12.2018-22.03.2019\Sichtversion 001\T2530I.MPG;2607355852;\\192.168.200.8\Datengrab\Dorr\12-18-08-19\AV Bay. Bodenseegemeinden\Bodolz vom 17.12.2018-22.03.2019\Sichtversion 001\MESSDAT\Bodolz_2\018\T2530I.kmd
24492;F49AR_4029010C.MPG;00:00:58;0.0;BBCC;;Stahlbeton;Kreisprofil;Dorr/Möhring;400;400;;;\\192.168.200.8\Datengrab\Dorr\11-17-12-18\AM Wangen\A96, Tunnel Herfatz vom 29.05.-30.05.2018\Sichtversion DVD 001\F49AR_4029010C.MPG;3791963604;\\192.168.200.8\Datengrab\Dorr\11-17-12-18\AM Wangen\A96, Tunnel Herfatz vom 29.05.-30.05.2018\Sichtversion DVD 001\MESSDAT\A96-Herf\atz\F49AR_4029010C.kmd
20121;F4MSY_45610202.MPG;00:07:21;41.48;BBCC;;Steinzeug;Kreisprofil;Dorr/Sfar;200;200;105.0;37.0;\\192.168.200.8\Datengrab\Dorr\08-19-04-20\Markt Ronsberg\Ronsberg, diverse Strassen vom 12.11.-15.11.2019\Sichtversion DVD 001\bin\F4MSY_45610202.MPG;241859029;\\192.168.200.8\Datengrab\Dorr\08-19-04-20\Markt Ronsberg\Ronsberg, diverse Strassen vom 12.11.-15.11.2019\Sichtversion DVD 001\bin\MESSDAT\Ronsberg\F4MSY_45610202.kmd
134257;F4RAK_30000502.MPG;00:19:27;22.95;BBCC;;Beton;Kreisprofil;Dorr/Borys;250;250;11.0;154.0;\\192.168.200.8\Datengrab\Dorr\Daten ab 12-2014\TV-Untersuchung\Diringer & Scheidel Rohrsanierung GmbH & Co. KG\Kaufbeuren 2015, vor Sanierung 14.07.-29.09.2015\Sichtversion 001\F4RAK_30000502.MPG;3380457949;\\192.168.200.8\Datengrab\Dorr\Daten ab 12-2014\TV-Untersuchung\Diringer & Scheidel Rohrsanierung GmbH & Co. KG\Kaufbeuren 2015, vor Sanierung 14.07.-29.09.2015\Sichtversion 001\MESSDAT\Stadt_KF\B\F4RAK_30000502.kmd
26701;20R4825I.MPG;00:07:32;24.34;BABBA;;Beton;Kreisprofil;Dorr/Seidl;250;250;82.0;38.0;\\192.168.200.8\Datengrab\Dorr\11-17-12-18\AV Starnberger See\Starnberg RW-Kanal\Starnberg RW-Kanal vom 09.11.2016.-14.12.2017\Sichtversion 001\20R4825I.MPG;3183895100;\\192.168.200.8\Datengrab\Dorr\11-17-12-18\AV Starnberger See\Starnberg RW-Kanal\Starnberg RW-Kanal vom 09.11.2016.-14.12.2017\Sichtversion 001\MESSDAT\Starnber\gRWneu\20R4825I.kmd
78068;320E1I17072019.MPG;00:07:08;19.35;BABBA;;Stahlbeton;Kreisprofil;Gurschler;800;800;;;\\192.168.200.8\Datengrab\Dorr\12-18-08-19\Stadt Ravensburg\Ravensburg, EKVO Eschach Süd vom 14.05.-30.07.2019\digitale Filme\320E1I17072019.MPG;1312930508;\\192.168.200.8\Datengrab\Dorr\12-18-08-19\Stadt Ravensburg\Ravensburg, EKVO Eschach Süd vom 14.05.-30.07.2019\Sichtversion ohne Filme\bin\MESSDAT\Ravensbu\rg2019\320E1I17072019.kmd
123634;F4169132020311.MPG;00:04:03;15.77;BABBA;;Beton;Kreisprofil;Dorr/BeGü;300;300;;;\\192.168.200.8\Datengrab\Dorr\Daten ab 10-2ß15\TV-Untersuchung\Autobahndirektion Südbayern\Autobahnkreuz Ulm-Elchingen vom 22.02.-07.03.2016\Sichtversion 001\F4169132020311.MPG;3964612073;\\192.168.200.8\Datengrab\Dorr\Daten ab 10-2ß15\TV-Untersuchung\Autobahndirektion Südbayern\Autobahnkreuz Ulm-Elchingen vom 22.02.-07.03.2016\Sichtversion 001\MESSDAT\Abd_Sued\bayern\F4169132020311.kmd
122470;AS_MW_163I.MPG;00:02:35;3.05;BABBA;;Stahlbeton;Kreisprofil;Dorr/BeGü;250;250;;;\\192.168.200.8\Datengrab\Dorr\Daten ab 04-2020\TV-Untersuchung\ZV Fuchstalgemeinden\Fuchstal, Asch vom 18.03.-09.04.2020 alt\Sichtversion 001\bin\AS_MW_163I.MPG;3657933089;\\192.168.200.8\Datengrab\Dorr\Daten ab 04-2020\TV-Untersuchung\ZV Fuchstalgemeinden\Fuchstal, Asch vom 18.03.-09.04.2020 alt\Sichtversion 001\bin\MESSDAT\Asch2020\AS_MW_163I.kmd
84281;20R2345I.MPG;00:16:58;20.72;BABBA;;Polypropylen;Kreisprofil;Dorr/BeGü;250;250;;;\\192.168.200.8\Datengrab\Dorr\3-17-11-17\AV Starnberger See\Starnberg RW-Kanal vom 07.11.2016-20.07.2017\Starnberg RW-Kanal vom 07.11.2016-20.07.2017\Daten Wochenweise\Daten vom 13.03.-24.03.2017\Sichtversion 001\20R2345I.MPG;1873121946;\\192.168.200.8\Datengrab\Dorr\3-17-11-17\AV Starnberger See\Starnberg RW-Kanal vom 07.11.2016-20.07.2017\Starnberg RW-Kanal vom 07.11.2016-20.07.2017\Daten Wochenweise\Daten vom 13.03.-24.03.2017\Sichtversion 001\MESSDAT\Starnber\gRW2016\20R2345I.kmd
132546;_8694D__.mpg;00:03:07;13.17;BAJC;;Stahlbeton;;Michael Gurschler;1400;1400;;;\\192.168.200.8\Datengrab\Dorr\Daten ab 10-2ß15\TV-Untersuchung\Stadt Wangen\Wangen vom 07.09.-06.10.2015\Daten TV II\Sichtung\Projects\Stadt Wangen Innenstadt\Video\_8694D__.mpg;3897874388;
65700;S01263I.MPG;00:03:01;23.02;BAJC;;Faserzement;Kreisprofil;Dorr/BeGü;250;250;;;\\192.168.200.8\Datengrab\Dorr\12-18-08-19\GTL Lindau\Lindau, OT Aeschach & Reutin vom 15.10.-22.11.2018\Haltungen\SW-Kanal\S01263I.MPG;221606674;\\192.168.200.8\Datengrab\Dorr\12-18-08-19\GTL Lindau\Lindau, OT Aeschach & Reutin vom 15.10.-22.11.2018\Sichtversion ohne Filme\MESSDAT\Lindau20\18\S01263I.kmd
55855;T1220G.MPG;00:01:28;0.5;BAJC;;Beton;Kreisprofil;Espig/Spaiu;200;200;;;\\192.168.200.8\Datengrab\Dorr\12-18-08-19\AV Bay. Bodenseegemeinden\Bodolz vom 17.12.2018-22.03.2019\Sichtversion 001\T1220G.MPG;3744129457;\\192.168.200.8\Datengrab\Dorr\12-18-08-19\AV Bay. Bodenseegemeinden\Bodolz vom 17.12.2018-22.03.2019\Sichtversion 001\MESSDAT\Bodolz_2\018\T1220G.kmd
108597;F4SC6_47360F03.MPG;00:03:42;2.01;BAJC;;Steinzeug;Kreisprofil;Dorr/Pane;120;120;0.0;0.0;\\192.168.200.8\Datengrab\Dorr\Daten ab 04-2020\TV-Untersuchung\Fa. Qosy GmbH\Kempten, Rathausplatz 11 vom 05.05.2020\Sichtversion DVD 001\bin\F4SC6_47360F03.MPG;1430149978;\\192.168.200.8\Datengrab\Dorr\Daten ab 04-2020\TV-Untersuchung\Fa. Qosy GmbH\Kempten, Rathausplatz 11 vom 05.05.2020\Sichtversion DVD 001\bin\MESSDAT\QosyGmbH\F4SC6_47360F03.kmd
64915;F2R57_43570202.MPG;00:03:23;1.61;BAJC;;Beton;Kreisprofil;Dorr/Meier;600;600;16.0;90.0;\\192.168.200.8\Datengrab\Dorr\12-18-08-19\Gemeindewerke GAP\Garmisch-Partenkirchen, diverse Strassen vom 25.03.-30.04.2019\Sichtversion 001\F2R57_43570202.MPG;3089265478;\\192.168.200.8\Datengrab\Dorr\12-18-08-19\Gemeindewerke GAP\Garmisch-Partenkirchen, diverse Strassen vom 25.03.-30.04.2019\Sichtversion 001\MESSDAT\Garmisch\2019\F2R57_43570202.kmd
25923;29R0630G.MPG;00:06:05;32.35;BAJB;;Beton;Kreisprofil;Dorr/Seidl;150;150;;;\\192.168.200.8\Datengrab\Dorr\11-17-12-18\AV Starnberger See\Starnberg RW-Kanal\Starnberg RW-Kanal vom 09.11.2016.-14.12.2017\Sichtversion 001\29R0630G.MPG;1218671904;\\192.168.200.8\Datengrab\Dorr\11-17-12-18\AV Starnberger See\Starnberg RW-Kanal\Starnberg RW-Kanal vom 09.11.2016.-14.12.2017\Sichtversion 001\MESSDAT\Starnber\gRWneu\29R0630G.kmd
21737;8591RE2G03092019.MPG;00:01:09;0.04;BAJB;;Polyvinylchlorid;Kreisprofil;Gurschler;150;150;;;\\192.168.200.8\Datengrab\Dorr\08-19-04-20\Stadt Ravensburg\Ravensburg, EKVO 2019-2  vom 19.08.-03.09.2019\digitale Filme\8591RE2G03092019.MPG;2418218203;\\192.168.200.8\Datengrab\Dorr\08-19-04-20\Stadt Ravensburg\Ravensburg, EKVO 2019-2  vom 19.08.-03.09.2019\Sichtversion ohne Filme\bin\MESSDAT\Ravensbu\rg19_2\8591RE2G03092019.kmd
55748;S2610I.MPG;00:06:34;17.27;BAJB;;Asbestzement;Kreisprofil;Dorr/BeGü;200;200;;;\\192.168.200.8\Datengrab\Dorr\12-18-08-19\AV Bay. Bodenseegemeinden\Bodolz vom 17.12.2018-22.03.2019\Sichtversion 001\S2610I.MPG;1868093689;\\192.168.200.8\Datengrab\Dorr\12-18-08-19\AV Bay. Bodenseegemeinden\Bodolz vom 17.12.2018-22.03.2019\Sichtversion 001\MESSDAT\Bodolz_2\018\S2610I.kmd
84757;20S4045G.MPG;00:02:45;12.13;BAJB;;Steinzeug;Kreisprofil;Dorr/Seidl;200;200;67.0;67.0;\\192.168.200.8\Datengrab\Dorr\3-17-11-17\AV Starnberger See\Tiefzone vom 20.04.-31.08.2017\Tiefzone Plan 11 vom 27.04.-04.05.2017\Sichtversion 001\20S4045G.MPG;1264291734;\\192.168.200.8\Datengrab\Dorr\3-17-11-17\AV Starnberger See\Tiefzone vom 20.04.-31.08.2017\Tiefzone Plan 11 vom 27.04.-04.05.2017\Sichtversion 001\MESSDAT\Tiefzone\_Pl11\20S4045G.kmd
84364;20R6575I.MPG;00:03:34;10.34;BAJB;;Beton;Kreisprofil;Dorr/BeGü;500;500;;;\\192.168.200.8\Datengrab\Dorr\3-17-11-17\AV Starnberger See\Starnberg RW-Kanal vom 07.11.2016-20.07.2017\Starnberg RW-Kanal vom 07.11.2016-20.07.2017\Daten Wochenweise\Daten vom 18.04.-21.04.2017\Sichtversion 001\20R6575I.MPG;1347730273;\\192.168.200.8\Datengrab\Dorr\3-17-11-17\AV Starnberger See\Starnberg RW-Kanal vom 07.11.2016-20.07.2017\Starnberg RW-Kanal vom 07.11.2016-20.07.2017\Daten Wochenweise\Daten vom 18.04.-21.04.2017\Sichtversion 001\MESSDAT\Starnber\gRW2016\20R6575I.kmd
36247;1379_1380_D_11092018_172023.mpg;00:06:29;45.03;BDDB;Wasserspiegel trüb oder verfärbt;Steinzeug;Kreisprofil;G. Rottmair;200;200;;;\\192.168.200.8\Datengrab\Dorr\11-17-12-18\Gemeinde Hopferau\Hopferau, Thanellerstrasse vom 11.09.2018\Sichtversion DVD 001\1379_1380_D_11092018_172023.mpg;1339662987;
96073;F4SJ1_3490080D.MPG;00:04:42;6.1;BDDB;Wasserspiegel trüb oder verfärbt;Steinzeug;Kreisprofil;Dorr/Alker;300;300;;;\\192.168.200.8\Datengrab\Dorr\Daten ab 04-2016\TV-Untersuchung\KKU Kempten\EÜV Filmung vom 21.11.-20.12.2016\Sichtversion 001\F4SJ1_3490080D.MPG;306233320;
106407;M070000045-M070000050-G.MPG;00:00:39;0.43;BDDB;Wasserspiegel trüb oder verfärbt;Steinzeug;Kreisprofil;Gurschler;600;600;;;\\192.168.200.8\Datengrab\Dorr\Daten ab 04-2020\TV-Untersuchung\Fa. Elektrizitätswerke Reutte AG\Reutte, AR09, AR10 vom 22.06.-29.06.2020\digitale Filme\M070000045-M070000050-G.MPG;1788990068;
4111;F4V5U_45330D04.MPG;00:07:10;26.48;BDDB;Wasserspiegel trüb oder verfärbt;Steinzeug;Kreisprofil;Gurschler;300;300;;;\\192.168.200.8\Datengrab\Dorr\08-19-04-20\Fa. Max Boegl\Sonthofen Deformationsmessung vom 06.10.-25.10.2019\Sichtversion 001\bin\F4V5U_45330D04.MPG;2457563695;\\192.168.200.8\Datengrab\Dorr\08-19-04-20\Fa. Max Boegl\Sonthofen Deformationsmessung vom 06.10.-25.10.2019\Sichtversion 001\bin\MESSDAT\Def-Sont\hofen\F4V5U_45330D04.kmd
100458;AW 1.15I16112016.mpg;00:07:31;27.09;BDDB;Wasserspiegel trüb oder verfärbt;Stahlbeton;Kreisprofil;Michael Gurschler;700;700;;;\\192.168.200.8\Datengrab\Dorr\Daten ab 04-2016\TV-Untersuchung\Stadt Ravensburg\Ravensburg, Weststadt vom 22.09.-16.11.2016\digitale Filme\AW 1.15I16112016.mpg;1994288070;
82637;60R2600I.mpg;00:02:01;2.66;BABBB;;Beton;Kreisprofil;G. Rottmair;300;300;;;\\192.168.200.8\Datengrab\Dorr\3-17-11-17\AV Starnberger See\Bernried vom 19.12.2016-02.06.2017\Bernried RW-Kanal vom 19.12.2016-03.05.2017\Sichtversion 001\60R2600I.mpg;1486317965;
108990;F4U5L_4765030A.MPG;00:06:33;39.18;BABBB;;Beton;Kreisprofil;Dorr/BeGü;400;400;;;\\192.168.200.8\Datengrab\Dorr\Daten ab 04-2020\TV-Untersuchung\Fa. Süd-Planken\A96, München-Lindau, Aitrach vom 03.06.2020\Sichtversion DVD 001\bin\F4U5L_4765030A.MPG;4198273748;\\192.168.200.8\Datengrab\Dorr\Daten ab 04-2020\TV-Untersuchung\Fa. Süd-Planken\A96, München-Lindau, Aitrach vom 03.06.2020\Sichtversion DVD 001\bin\MESSDAT\Südplank\enA96\F4U5L_4765030A.kmd
21975;4601E2I21082019.MPG;00:02:43;8.96;BABBB;;Steinzeug;Kreisprofil;Gurschler;300;300;;;\\192.168.200.8\Datengrab\Dorr\08-19-04-20\Stadt Ravensburg\Ravensburg, EKVO 2019-2  vom 19.08.-03.09.2019\digitale Filme\4601E2I21082019.MPG;3674532913;\\192.168.200.8\Datengrab\Dorr\08-19-04-20\Stadt Ravensburg\Ravensburg, EKVO 2019-2  vom 19.08.-03.09.2019\Sichtversion ohne Filme\bin\MESSDAT\Ravensbu\rg19_2\4601E2I21082019.kmd
103570;_21015D08001212__.mpg;00:00:31;0.0;BABBB;;Beton;Kreisprofil;Dorr/Gurschler;400;400;;;\\192.168.200.8\Datengrab\Dorr\Daten ab 04-2016\TV-Untersuchung\Stadt Wangen\Wangen im Allgäu, div. Ortsteile vom 11.08.-13.09.2016\Sichtversion 001\_21015D08001212__.mpg;3870224636;
143051;F4TBC_29600307.MPG;00:01:49;0.05;BABBB;;Beton;Kreisprofil;Dorr/BeGü;600;600;;;\\192.168.200.8\Datengrab\Dorr\Daten ab 12-2014\TV-Untersuchung\ZVA Obere Amper\Grafrath, Kottgeisering vom 25.06.-02.07.2015\Sichtversion 001\F4TBC_29600307.MPG;1922236856;\\192.168.200.8\Datengrab\Dorr\Daten ab 12-2014\TV-Untersuchung\ZVA Obere Amper\Grafrath, Kottgeisering vom 25.06.-02.07.2015\Sichtversion 001\MESSDAT\ZVA_Ober\e_Amper\F4TBC_29600307.kmd
124548;F4YDG_31950604.MPG;00:11:18;14.8;BCBZD;;Steinzeug;Kreisprofil;Dorr/Espig;400;400;;;\\192.168.200.8\Datengrab\Dorr\Daten ab 10-2ß15\TV-Untersuchung\Fa. Diringer & Scheidel\Kaufbeuren, nach Sanierung vom 11.12.2015-29.02.2016\Sichtversion 002\F4YDG_31950604.MPG;323527362;\\192.168.200.8\Datengrab\Dorr\Daten ab 10-2ß15\TV-Untersuchung\Fa. Diringer & Scheidel\Kaufbeuren, nach Sanierung vom 11.12.2015-29.02.2016\Sichtversion 002\MESSDAT\Stadt_KF\B\F4YDG_31950604.kmd
120214;42250950.MPG;00:08:23;39.7;BCBZD;;Beton;Eiförmig;Dorr/Alker;750;500;;;\\192.168.200.8\Datengrab\Dorr\Daten ab 04-2020\TV-Untersuchung\Stadt Erlangen\Daten KW27\Filme Alker\42250950.MPG;836261198;
15968;20950G.MPG;00:05:37;14.96;BCBZD;;Steinzeug;Kreisprofil;Dorr/Alker;250;250;;;\\192.168.200.8\Datengrab\Dorr\08-19-04-20\KKU Kempten\2020\DVD 002\Kempten, Eich, vom 06.02.-18.02.2020\Haltungen\20950G.MPG;4023878463;
120074;42450151.MPG;00:02:48;11.6;BCBZD;;Beton;Kreisförmig;Dorr/Alker;500;500;;;\\192.168.200.8\Datengrab\Dorr\Daten ab 04-2020\TV-Untersuchung\Stadt Erlangen\Daten KW26\Filme Alker\42450151.MPG;2482589312;
140494;F413RN2901080F.MPG;03:25:18;43.7;BCBZD;;Beton;Kreisförmig;Dorr/Alker;250;250;;;\\192.168.200.8\Datengrab\Dorr\Daten ab 12-2014\TV-Untersuchung\Stadt Kirchheim Teck\2015\Kirchheim unter Teck, Kernstadt, Partielle Sanierung 2008 vom 21.04.-30.04.2015\Sichtversion 001\F413RN2901080F.MPG;3044538750;
52030;F4JUO_40970400.MPG;00:03:50;2.5;BAG;;Steinzeug;Kreisförmig;Dorr/Rinke;200;200;;;\\192.168.200.8\Datengrab\Dorr\11-17-12-18\Stadtwerke Füssen\Füssen, Tiroler Strasse vom 06.08.2018\Sichtversion DVD 001\F4JUO_40970400.MPG;259984987;\\192.168.200.8\Datengrab\Dorr\11-17-12-18\Stadtwerke Füssen\Füssen, Tiroler Strasse vom 06.08.2018\Sichtversion DVD 001\MESSDAT\Füssen20\18\F4JUO_40970400.kmd
136359;F4126T30470811.MPG;00:02:22;5.25;BAG;;Steinzeug;Kreisprofil;Dorr/Alker;500;500;;;\\192.168.200.8\Datengrab\Dorr\Daten ab 12-2014\TV-Untersuchung\KKU 2015\Kempten vom 14.09.-25.09.2015\Sichtversion 001\F4126T30470811.MPG;3131522578;
37061;F4WHR_4044020A.MPG;00:07:09;50.55;BAG;;Steinzeug;Kreisprofil;Dorr/Fazio;300;300;19.0;73.0;\\192.168.200.8\Datengrab\Dorr\11-17-12-18\Gemeinde Riegsee\Riegsee vom 04.06.-07.09.2018\Sichtversion 001\F4WHR_4044020A.MPG;2513382626;\\192.168.200.8\Datengrab\Dorr\11-17-12-18\Gemeinde Riegsee\Riegsee vom 04.06.-07.09.2018\Sichtversion 001\MESSDAT\Riegsee2\018-1\F4WHR_4044020A.kmd
20627;102007G.MPG;00:02:14;1.8;BAG;;Polypropylen;Kreisprofil;Dorr/Seidl;150;150;;;\\192.168.200.8\Datengrab\Dorr\08-19-04-20\Staatliches Bauamt Weilheim\GIZ Feldafing vom 16.08.-04.09.2019\Sichtversion 001\bin\102007G.MPG;1220304970;\\192.168.200.8\Datengrab\Dorr\08-19-04-20\Staatliches Bauamt Weilheim\GIZ Feldafing vom 16.08.-04.09.2019\Sichtversion 001\bin\MESSDAT\GIZFelda\fing\102007G.kmd
